id,title,body_html,vendor,product_type,created_at,handle,updated_at,published_at,published_scope,tags,status,admin_graphql_api_id,image__id,image__position,image__product_id,image__created_at,image__updated_at,image__admin_graphql_api_id,image__width,image__height,image__src,_dlt_load_id,_dlt_id
9599858671936,ADIDAS | CLASSIC BACKPACK | LEGEND INK MULTICOLOUR,"The adidas BP Classic Cap features a pre-curved brim to keep your face shaded, while a hook-and-loop adjustable closure provides a comfortable fit. With a 3-Stripes design and reflective accents. The perfect piece to top off any outfit.",ADIDAS,ACCESSORIES,2024-09-23 12:18:43-04,adidas-classic-backpack-legend-ink-multicolour,2024-09-23 12:19:47-04,2024-09-23 12:18:43-04,global,"adidas, backpack, egnition-sample-data",active,gid://shopify/Product/9599858671936,46139590771008,1,9599858671936,2024-09-23 12:18:43-04,2024-09-23 12:18:43-04,gid://shopify/ProductImage/46139590771008,635,560,https://cdn.shopify.com/s/files/1/0894/9868/1664/files/8072c8b5718306d4be25aac21836ce16.jpg?v=1727108323,1727109934.638963,z+36+sxAFD4CUg
9599857066304,VANS | AUTHENTIC | (MULTI EYELETS) | GRADIENT/CRIMSON,"The forefather of the Vans family, the Vans Authentic was introduced in 1966 and nearly 4 decades later is still going strong, its popularity extending from the original fans - skaters and surfers to all sorts. The Vans Authentic is constructed from canvas and Vans' signature waffle outsole construction.",VANS,SHOES,2024-09-23 12:16:18-04,vans-authentic-multi-eyelets-gradient-crimson,2024-09-23 12:25:29-04,2024-09-23 12:16:18-04,global,"egnition-sample-data, men, summer, vans",active,gid://shopify/Product/9599857066304,46139570094400,1,9599857066304,2024-09-23 12:16:18-04,2024-09-23 12:16:18-04,gid://shopify/ProductImage/46139570094400,635,560,https://cdn.shopify.com/s/files/1/0894/9868/1664/files/d841f71ea6845bf6005453e15a18c632.jpg?v=1727108178,1727109934.638963,wadS6HNtXlOKCQ
9599857131840,VANS | AUTHENTIC (BUTTERFLY) TRUE | WHITE / BLACK,"The forefather of the Vans family, the Vans Authentic was introduced in 1966 and nearly 4 decades later is still going strong, its popularity extending from the original fans - skaters and surfers to all sorts. The Vans Authentic is constructed from canvas and Vans' signature waffle outsole construction.",VANS,SHOES,2024-09-23 12:16:23-04,vans-authentic-butterfly-true-white-black,2024-09-23 12:25:30-04,2024-09-23 12:16:23-04,global,"egnition-sample-data, men, summer, vans",active,gid://shopify/Product/9599857131840,46139570913600,1,9599857131840,2024-09-23 12:16:24-04,2024-09-23 12:16:24-04,gid://shopify/ProductImage/46139570913600,635,560,https://cdn.shopify.com/s/files/1/0894/9868/1664/files/883c6488076367d30ddd8481164ec7e2.jpg?v=1727108184,1727109934.638963,DaSyR8Tw+qEfyA
9599857164608,"VANS | 
ERA 59 MOROCCAN | GEO/DRESS BLUES","Vans are a staple in skate culture and street style, and the Vans Era 59 is no exception. This classic lace-up skate shoe is focused on ultimate comfort and cool. Constructed from canvas with leather accents which sets it apart from the original Era, it features a soft footbed, double stitched vamp, a padded tongue and lining, as well as Vans' signature waffle sole.",VANS,SHOES,2024-09-23 12:16:29-04,vans-era-59-moroccan-geo-dress-blues,2024-09-23 12:25:30-04,2024-09-23 12:16:29-04,global,"egnition-sample-data, men, summer, vans",active,gid://shopify/Product/9599857164608,46139571601728,1,9599857164608,2024-09-23 12:16:29-04,2024-09-23 12:16:29-04,gid://shopify/ProductImage/46139571601728,635,560,https://cdn.shopify.com/s/files/1/0894/9868/1664/files/7902bf65776d504e75f86c8e8781d802.jpg?v=1727108189,1727109934.638963,LZ6PCMCUk0A8Kg
9599857197376,VANS | SK8-HI DECON (CUTOUT)| LEAVES/WHITE,The Vans Cut Out Sk8-Hi Decon brings a twist to the iconic Vans Sk8-Hi silhouette: a new deconstructed leather high-top upper with a custom die cut design that lets the material shape on its own accord without much structural constriction. It also features signature rubber waffle outsoles.,VANS,SHOES,2024-09-23 12:16:34-04,vans-sk8-hi-decon-cutout-leaves-white,2024-09-23 12:25:30-04,2024-09-23 12:16:34-04,global,"autumn, egnition-sample-data, men, spring, summer, vans",active,gid://shopify/Product/9599857197376,46139572060480,1,9599857197376,2024-09-23 12:16:34-04,2024-09-23 12:16:34-04,gid://shopify/ProductImage/46139572060480,635,560,https://cdn.shopify.com/s/files/1/0894/9868/1664/files/327cd936d9a9c409cd8b36987158013f.jpg?v=1727108194,1727109934.638963,lzptkT77MFm6JA
9599857295680,PALLADIUM | PALLATECH HI TX | CHEVRON,"The Palladium iconic classic receives a subtle, yet stylish update. The Pallatech Hi TX features a full grain leather upper with cotton canvas and soft cuff around the collar, providing even more comfort. The boot is finished with a single-unit molded rubber outsole, offering excellent traction while exploring your city. The EVA-cushioned footbed and hugging heel cup cradle the foot for lasting support.",PALLADIUM,SHOES,2024-09-23 12:16:40-04,palladium-pallatech-hi-tx-chevron,2024-09-23 12:25:30-04,2024-09-23 12:16:40-04,global,"egnition-sample-data, men, palladium, winter",active,gid://shopify/Product/9599857295680,46139572977984,1,9599857295680,2024-09-23 12:16:40-04,2024-09-23 12:16:40-04,gid://shopify/ProductImage/46139572977984,635,560,https://cdn.shopify.com/s/files/1/0894/9868/1664/files/09ba62adafa6de79108792f1e5467f6e.jpg?v=1727108200,1727109934.638963,He/V0o8W0PJ5aQ
9599857393984,PUMA | SUEDE CLASSIC REGAL,"First introduced in 1968, the Puma Suede Classic is Puma's most epic sneaker with its athletic inspired design and smooth suede. The Puma Suede Classic Regal Red/White is constructed with a suede upper and contrasting low profile rubber sole, and fat laces, the classic continues to make its mark on the streets today.",PUMA,SHOES,2024-09-23 12:16:51-04,puma-suede-classic-regal,2024-09-23 12:25:30-04,2024-09-23 12:16:51-04,global,"egnition-sample-data, men, puma, summer",active,gid://shopify/Product/9599857393984,46139574059328,1,9599857393984,2024-09-23 12:16:51-04,2024-09-23 12:16:51-04,gid://shopify/ProductImage/46139574059328,635,560,https://cdn.shopify.com/s/files/1/0894/9868/1664/files/e7a2b189514d134630552681e4c8bc07.jpg?v=1727108211,1727109934.638963,ImHsLDeGZV4Hlg
9599857525056,SUPRA | MENS VAIDER,Supra introduces the Vaider. A stylishly designed high top upper on a vulcanized sole that supplies excellent traction and board feel. A padded collar and tongue lining provide superior comfort,SUPRA,SHOES,2024-09-23 12:16:56-04,supra-mens-vaider,2024-09-23 12:25:30-04,2024-09-23 12:16:56-04,global,"autumn, egnition-sample-data, men, spring, summer, supra",active,gid://shopify/Product/9599857525056,46139574878528,1,9599857525056,2024-09-23 12:16:56-04,2024-09-23 12:16:56-04,gid://shopify/ProductImage/46139574878528,635,560,https://cdn.shopify.com/s/files/1/0894/9868/1664/files/401f6d6c355012d9eb8749feda025256.jpg?v=1727108216,1727109934.638963,ts2yc8IntlGPow
9599857557824,ADIDAS | SUPERSTAR 80S,"There's a shell toe for every season, and the adidas Originals Superstar 80s shoes have a full grain leather upper with a shiny badge on the tongue that makes these shoes ready for any time of year.",ADIDAS,SHOES,2024-09-23 12:17:01-04,adidas-superstar-80s,2024-09-23 12:25:30-04,2024-09-23 12:17:01-04,global,"adidas, autumn, egnition-sample-data, men, spring, summer",active,gid://shopify/Product/9599857557824,46139575238976,1,9599857557824,2024-09-23 12:17:02-04,2024-09-23 12:17:02-04,gid://shopify/ProductImage/46139575238976,635,560,https://cdn.shopify.com/s/files/1/0894/9868/1664/files/44694ee386818f3276566210464cf341.jpg?v=1727108222,1727109934.638963,ph9jgoB9WYsl3g
9599857590592,VANS | ERA 59 (DESERT COWBOY),"Vans are a staple in skate culture and street style, and the Vans Era 59 is no exception. This classic lace-up skate shoe is focused on ultimate comfort and cool. Constructed from canvas with leather accents which sets it apart from the original Era, it features a soft footbed, double stitched vamp, a padded tongue and lining, as well as Vans' signature waffle sole. ",VANS,SHOES,2024-09-23 12:17:07-04,vans-era-59-desert-cowboy,2024-09-23 12:25:31-04,2024-09-23 12:17:07-04,global,"egnition-sample-data, men, summer, vans",active,gid://shopify/Product/9599857590592,46139575927104,1,9599857590592,2024-09-23 12:17:07-04,2024-09-23 12:17:07-04,gid://shopify/ProductImage/46139575927104,635,560,https://cdn.shopify.com/s/files/1/0894/9868/1664/files/b6257e8a4b6a5805da251cb090a82b09.jpg?v=1727108227,1727109934.638963,F38REd/E8n7DAg
9599857656128,VANS | SH-8 HI,"Vans are a staple in skate culture and street style, and this skate sneaker is no exception. Introduced in the early 70's, the Vans SK8 Hi was responsible for the reduced number of ankle injuries in the skating scene with the extra padded ankle support, but its popularity has grown across different cultural scenes. The Vans SK8 Hi True White is constructed from a combination of canvas and suede and features the signature side stripe detail and vulcanized waffle sole. Available in a range of colours.",VANS,SHOES,2024-09-23 12:17:13-04,vans-sh-8-hi,2024-09-23 12:25:31-04,2024-09-23 12:17:13-04,global,"autumn, egnition-sample-data, men, spring, vans",active,gid://shopify/Product/9599857656128,46139576746304,1,9599857656128,2024-09-23 12:17:13-04,2024-09-23 12:17:13-04,gid://shopify/ProductImage/46139576746304,635,560,https://cdn.shopify.com/s/files/1/0894/9868/1664/files/4e151d7b538e5aba66295f3a5d67b1f4.jpg?v=1727108233,1727109934.638963,7WHXScPRPHS1qA
9599857852736,TIMBERLAND | MENS 6 INCH PREMIUM BOOT,"Timberland has been refining their craft of producing hard-wearing boots for decades. The 6-Inch Premium Waterproof Boot (or Wheat Boot) is the original men's Timberland boot and was first designed nearly 40 years ago. Continuous improvements to the design and construction, such as the addition of Timberland's exclusive anti-fatigue technology for all day comfort, has cemented these boots as a sturdy and dependable staple in anyone's shoe collection. The premium waterproof leather, seam-sealed construction and rugged lug outsoles provides long-lasting durability and comfort to help you get through any environmental conditions and adventure. An absolute must-have.",TIMBERLAND,SHOES,2024-09-23 12:17:31-04,timberland-mens-6-inch-premium-boot,2024-09-23 12:25:31-04,2024-09-23 12:17:31-04,global,"egnition-sample-data, men, timberland, winter",active,gid://shopify/Product/9599857852736,46139579072832,1,9599857852736,2024-09-23 12:17:31-04,2024-09-23 12:17:31-04,gid://shopify/ProductImage/46139579072832,560,560,https://cdn.shopify.com/s/files/1/0894/9868/1664/files/d610851e0277cdfbe3402e03be2effd2.jpg?v=1727108251,1727109934.638963,KvRkNH9XWsiq2g
9599857885504,NIKE | CRACKLE PRINT TB TEE,"Meet your new favorite tee, the Nike Crackle Print T-Shirt. Bringing its A-game in soft, premium fabric, it features a ribbed crew neck and a woven Nike label on the hem.",NIKE,T-SHIRTS,2024-09-23 12:17:36-04,nike-crackle-print-tb-tee,2024-09-23 12:25:31-04,2024-09-23 12:17:36-04,global,"egnition-sample-data, men, nike, summer",active,gid://shopify/Product/9599857885504,46139579564352,1,9599857885504,2024-09-23 12:17:36-04,2024-09-23 12:17:36-04,gid://shopify/ProductImage/46139579564352,635,560,https://cdn.shopify.com/s/files/1/0894/9868/1664/files/62a3dd0421fc5ccf4df6815b3694d734.jpg?v=1727108256,1727109934.638963,SqwJdOfGjO4Fvw
9599858016576,DR MARTENS | 1460Z DMC 8-EYE BOOT | CHERRY SMOOTH,"Make a statement with these iconic Dr Marten boots. This classic style has stood the test of time thanks to the combination of reinvented styling and the rugged yet urban look. Crafted with high-quality, durable leathers, the 1460OZ DMC 8-Eye Boot Cherry Smooth is made to last and will only get better with time. This lace-up boot features the iconic Dr Martens air-cushioned sole offering good abrasion and slip resistance, and is made with Goodyear welt - the sole and upper are heat-sealed and sewn together.",DR MARTENS,SHOES,2024-09-23 12:17:51-04,dr-martens-1460z-dmc-8-eye-boot-cherry-smooth,2024-09-23 12:25:31-04,2024-09-23 12:17:51-04,global,"autumn, drmartens, egnition-sample-data, spring, women",active,gid://shopify/Product/9599858016576,46139582349632,1,9599858016576,2024-09-23 12:17:51-04,2024-09-23 12:17:51-04,gid://shopify/ProductImage/46139582349632,635,560,https://cdn.shopify.com/s/files/1/0894/9868/1664/files/633e8800dbc6dc5704b35fd027e4eeaa.jpg?v=1727108271,1727109934.638963,LhgRtqWzaC6t+Q
9599858082112,CONVERSE | CHUCK TAYLOR ALL STAR LO,"The Converse Chuck Taylor All Star II Lo sneaker. Retaining the revolutionary silhouette we all rely on, but now made even better. New features include Lunarlon sockliner, adding cushioning and arch support. Micro-suede lining, premium canvas construction and a padded, non-slip tongue deliver superior comfort and durability. Moulded eyelets add a premium touch. The embossed, screen-printed license plate and embroidered, star-centered ankle patch add striking depth and dimension to recognizable, classic details.",CONVERSE,SHOES,2024-09-23 12:17:56-04,converse-chuck-taylor-all-star-lo,2024-09-23 12:25:31-04,2024-09-23 12:17:56-04,global,"converse, egnition-sample-data, men, summer",active,gid://shopify/Product/9599858082112,46139583594816,1,9599858082112,2024-09-23 12:17:56-04,2024-09-23 12:17:56-04,gid://shopify/ProductImage/46139583594816,635,560,https://cdn.shopify.com/s/files/1/0894/9868/1664/files/fae150570c8ce6ddc4f787bf77b02c95.jpg?v=1727108276,1727109934.638963,3fVVKlE1EvyMEw
9599858180416,CONVERSE | CHUCK TAYLOR ALL STAR II HI,"Introducing the Converse Chuck Taylor All Star II Hi sneaker. Retaining the revolutionary silhouette we all rely on, but now made ever better. New features include Lunarlon sockliner adds cushioning and arch support. Micro-suede lining, premium textured shield canvas construction and a padded, non-slip tongue deliver superior comfort and durability. Moulded eyelets add a premium touch. The embossed, screen-printed license plate and embroidered, star-centered ankle patch add striking depth and dimension to recognizable, classic details.",CONVERSE,SHOES,2024-09-23 12:18:02-04,converse-chuck-taylor-all-star-ii-hi,2024-09-23 12:25:31-04,2024-09-23 12:18:02-04,global,"converse, egnition-sample-data, men, summer",active,gid://shopify/Product/9599858180416,46139584872768,1,9599858180416,2024-09-23 12:18:02-04,2024-09-23 12:18:02-04,gid://shopify/ProductImage/46139584872768,635,560,https://cdn.shopify.com/s/files/1/0894/9868/1664/files/23550440c4ccab05e4fc1ebd85e742cc.jpg?v=1727108282,1727109934.638963,KIw9yJQcahKX9w
9599858213184,CONVERSE | TODDLER CHUCK TAYLOR ALL STAR AXEL MID,"The Converse Chuck Taylor All Star Axel recasts the iconic original in a refreshed silhouette for a premium look and feel. A no-tie design lets kids slip them on and go, while a rubber outsole delivers reliable traction from the classroom to the playground.",CONVERSE,SHOES,2024-09-23 12:18:07-04,converse-toddler-chuck-taylor-all-star-axel-mid,2024-09-23 12:25:32-04,2024-09-23 12:18:07-04,global,"converse, egnition-sample-data, kid",active,gid://shopify/Product/9599858213184,46139585528128,1,9599858213184,2024-09-23 12:18:08-04,2024-09-23 12:18:08-04,gid://shopify/ProductImage/46139585528128,635,560,https://cdn.shopify.com/s/files/1/0894/9868/1664/files/9e0022e2f92e19ed96c8f908f2cf1b40.jpg?v=1727108287,1727109934.638963,xs4lVcxnDOKmAw
9599858278720,NIKE | TODDLER ROSHE ONE,"The Nike Roshe One Infant Shoe offers breathable comfort and soft yet durable cushioning with a mesh upper and Phylon midsole that doubles as an outsole. The shoe is intended to be versatile, worn with or without socks, dressed up or down, for walking or just taking it easy.",NIKE,SHOES,2024-09-23 12:18:13-04,nike-toddler-roshe-one,2024-09-23 12:25:32-04,2024-09-23 12:18:13-04,global,"egnition-sample-data, kid, nike",active,gid://shopify/Product/9599858278720,46139586216256,1,9599858278720,2024-09-23 12:18:13-04,2024-09-23 12:18:13-04,gid://shopify/ProductImage/46139586216256,635,560,https://cdn.shopify.com/s/files/1/0894/9868/1664/files/0ea90fb43c087d165cbf985098cc951e.jpg?v=1727108293,1727109934.638963,/H9RuDpwtIoo5w
9599858442560,HERSCHEL | IONA,"Featuring a cinch closure concealed by a slender top flap, the Iona backpack unites everyday practicality with clean design.",HERSCHEL,ACCESSORIES,2024-09-23 12:18:26-04,herschel-iona,2024-09-23 12:25:32-04,2024-09-23 12:18:26-04,global,"backpack, egnition-sample-data, herschel",active,gid://shopify/Product/9599858442560,46139588084032,1,9599858442560,2024-09-23 12:18:26-04,2024-09-23 12:18:26-04,gid://shopify/ProductImage/46139588084032,635,560,https://cdn.shopify.com/s/files/1/0894/9868/1664/files/995988006b97471478db3371d573bfaf.jpg?v=1727108306,1727109934.638963,FZ1ieChM/u0qAw
9599858639168,ADIDAS | CLASSIC BACKPACK,"This women's backpack has a glam look, thanks to a faux-leather build with an allover fur print. The front zip pocket keeps small things within reach, while an interior divider reins in potential chaos.",ADIDAS,ACCESSORIES,2024-09-23 12:18:39-04,adidas-classic-backpack,2024-09-23 12:25:32-04,2024-09-23 12:18:39-04,global,"adidas, backpack, egnition-sample-data",active,gid://shopify/Product/9599858639168,46139590377792,1,9599858639168,2024-09-23 12:18:40-04,2024-09-23 12:18:40-04,gid://shopify/ProductImage/46139590377792,635,560,https://cdn.shopify.com/s/files/1/0894/9868/1664/files/85cc58608bf138a50036bcfe86a3a362.jpg?v=1727108320,1727109934.638963,OFA5jZ3rNM8/TA
